Invoice_No,Customer_ID,Invoice_Amount,Outstanding_Amount,Due_Days
INV0037599,CUST7287,96667,8370,136
INV0037600,CUST1009,162931,96064,58
INV0037601,CUST5033,184421,179220,1
INV0037602,CUST4496,47872,43487,63
INV0037603,CUST8238,5206,3922,176
INV0037604,CUST1521,62979,13817,79
INV0037605,CUST1840,191032,111311,49
INV0037606,CUST4858,72164,51229,56
INV0037607,CUST5387,234670,218712,100
INV0037608,CUST7999,169367,59790,11
INV0037609,CUST3507,284445,147241,176
INV0037610,CUST5686,173651,10668,67
INV0037611,CUST5029,230018,160772,5
INV0037612,CUST3781,139360,55069,93
INV0037613,CUST5446,277474,182380,67
INV0037614,CUST1776,135673,99678,19
INV0037615,CUST7870,90064,828,98
INV0037616,CUST4456,181227,159363,160
INV0037617,CUST1587,205661,28238,5
INV0037618,CUST8193,186074,48304,41
INV0037619,CUST7341,223425,134316,68
INV0037620,CUST7378,25601,22875,104
INV0037621,CUST4068,187322,46922,168
INV0037622,CUST2331,281034,177125,21
INV0037623,CUST9045,52488,15433,66
INV0037624,CUST6329,167891,50899,98
INV0037625,CUST7424,269400,50939,7
INV0037626,CUST8483,133553,43773,168
INV0037627,CUST4704,94443,42749,47
INV0037628,CUST7254,277882,235248,12
INV0037629,CUST5030,97967,83860,127
INV0037630,CUST5835,125982,68965,125
INV0037631,CUST1728,3105,348,109
INV0037632,CUST8563,228008,67424,86
INV0037633,CUST3861,231060,45654,8
INV0037634,CUST2484,251151,73082,33
INV0037635,CUST3461,294161,260298,0
INV0037636,CUST5707,103154,2533,116
INV0037637,CUST8459,216755,211186,126
INV0037638,CUST5389,5075,4289,121
INV0037639,CUST1913,72100,18435,26
INV0037640,CUST9003,158361,25922,179
INV0037641,CUST7130,126465,120316,107
INV0037642,CUST7719,22046,15855,158
INV0037643,CUST3830,271141,94308,132
INV0037644,CUST5799,94351,68149,78
INV0037645,CUST8963,144404,123588,17
INV0037646,CUST9901,236038,46384,147
INV0037647,CUST8043,41085,28170,156
INV0037648,CUST1489,151197,80316,108
INV0037649,CUST3487,280665,38267,32
INV0037650,CUST8807,25103,12551,180
INV0037651,CUST5739,83763,74744,175
INV0037652,CUST3494,25091,6110,141
INV0037653,CUST6184,256977,178588,10
INV0037654,CUST8243,120817,62652,68
INV0037655,CUST3589,272190,18924,163
INV0037656,CUST7219,148693,46149,174
INV0037657,CUST2884,77232,29827,162
INV0037658,CUST4494,231892,66265,15
INV0037659,CUST3106,149772,99979,132
INV0037660,CUST4176,171491,130609,14
INV0037661,CUST3187,269263,1089,149
INV0037662,CUST4418,148086,130342,83
INV0037663,CUST6547,224575,34128,26
INV0037664,CUST9606,2920,2513,66
INV0037665,CUST9727,45546,27621,86
INV0037666,CUST9663,270794,51052,158
INV0037667,CUST9281,28600,3821,8
INV0037668,CUST3823,266522,103766,91
INV0037669,CUST1050,111059,35529,147
INV0037670,CUST9963,58000,55306,114
INV0037671,CUST4619,193209,39529,114
INV0037672,CUST1360,94679,84251,122
INV0037673,CUST3322,186767,148029,102
INV0037674,CUST3081,141215,79453,43
INV0037675,CUST1496,109438,56150,56
INV0037676,CUST8032,263591,138132,9
INV0037677,CUST5109,260243,125341,162
INV0037678,CUST1405,258739,56678,89
INV0037679,CUST2639,88109,70002,7
INV0037680,CUST8417,111604,21521,52
INV0037681,CUST1513,26784,15790,133
INV0037682,CUST8287,59993,2026,8
INV0037683,CUST4250,4448,1660,53
INV0037684,CUST5236,101429,64494,19
INV0037685,CUST3547,50782,31978,87
INV0037686,CUST6506,7251,3869,13
INV0037687,CUST4261,193279,135005,76
INV0037688,CUST8200,247263,201982,25
INV0037689,CUST6718,42434,20134,160
INV0037690,CUST6157,231364,135180,36
INV0037691,CUST6247,46787,3737,148
INV0037692,CUST6140,289600,17040,140
INV0037693,CUST3055,125600,77988,22
INV0037694,CUST4007,66943,48782,40
INV0037695,CUST6788,100495,90481,112
INV0037696,CUST8310,180248,24272,93
INV0037697,CUST6420,26176,20324,10
INV0037698,CUST6041,66708,47280,63
INV0037699,CUST7224,75304,29078,117
INV0037700,CUST3636,18353,3127,42
INV0037701,CUST1885,135651,122939,152
INV0037702,CUST6277,173100,25887,46
INV0037703,CUST6377,71637,32434,17
INV0037704,CUST2404,84700,9246,172
INV0037705,CUST5182,256138,146239,179
INV0037706,CUST9088,176885,160825,140
INV0037707,CUST7952,164841,161900,35
INV0037708,CUST3123,109266,49640,5
INV0037709,CUST6585,215101,85573,31
INV0037710,CUST6245,95225,92278,84
INV0037711,CUST9300,193176,156368,32
INV0037712,CUST4576,5732,5272,129
INV0037713,CUST4446,9877,4887,2
INV0037714,CUST5608,25178,23606,23
INV0037715,CUST9576,53368,14196,176
INV0037716,CUST9020,162093,38106,175
INV0037717,CUST9555,131850,45059,89
INV0037718,CUST1181,80268,40631,176
INV0037719,CUST2800,118307,102472,113
INV0037720,CUST2204,15815,7866,106
INV0037721,CUST8708,289565,84479,93
INV0037722,CUST3984,120563,113380,66
INV0037723,CUST2322,95042,50595,107
INV0037724,CUST8663,19870,9132,40
INV0037725,CUST8970,88620,46285,26
INV0037726,CUST2715,231013,117123,149
INV0037727,CUST3347,180284,87493,61
INV0037728,CUST9037,116038,84815,96
INV0037729,CUST9777,148569,35766,60
INV0037730,CUST9471,192911,84419,167
INV0037731,CUST4177,247314,85004,41
INV0037732,CUST5499,172656,77223,159
INV0037733,CUST5056,232838,2158,34
INV0037734,CUST5653,73383,28716,69
INV0037735,CUST3213,125901,18499,135
INV0037736,CUST6049,177679,159390,170
INV0037737,CUST2532,241626,181494,177
INV0037738,CUST1317,168211,75931,84
INV0037739,CUST2201,27415,18991,85
INV0037740,CUST2228,172630,40084,109
INV0037741,CUST5695,233774,69628,92
INV0037742,CUST1897,262997,256814,58
INV0037743,CUST3209,175423,161581,116
INV0037744,CUST6641,150691,3138,15
INV0037745,CUST6967,296889,136969,155
INV0037746,CUST6071,268831,189720,62
INV0037747,CUST4722,185139,175909,14
INV0037748,CUST9700,250733,171651,98
INV0037749,CUST2063,125116,33368,30
INV0037750,CUST7169,50643,46196,102
INV0037751,CUST4715,148425,141746,38
INV0037752,CUST1966,277080,160244,128
INV0037753,CUST4576,224455,214285,11
INV0037754,CUST3276,167285,49927,118
INV0037755,CUST3194,145997,131715,12
INV0037756,CUST8822,59647,8214,64
INV0037757,CUST4128,248099,185663,147
INV0037758,CUST9512,205288,27987,1
INV0037759,CUST9755,20852,14190,134
INV0037760,CUST1801,49104,34180,1
INV0037761,CUST2844,238475,233343,46
INV0037762,CUST9113,286408,241265,13
INV0037763,CUST6879,127725,73492,68
INV0037764,CUST4181,128411,41194,50
INV0037765,CUST4180,236679,4994,128
INV0037766,CUST1782,17183,2344,64
INV0037767,CUST4695,27585,8495,98
INV0037768,CUST6825,132383,19084,22
INV0037769,CUST3775,180604,119938,50
INV0037770,CUST5124,112304,7906,69
INV0037771,CUST9998,216319,84582,135
INV0037772,CUST1825,231763,208350,0
INV0037773,CUST4735,151613,44981,159
INV0037774,CUST8799,70479,23532,18
INV0037775,CUST2368,284883,56702,100
INV0037776,CUST8270,220471,204225,180
INV0037777,CUST7191,259810,117650,24
INV0037778,CUST8996,107542,46011,17
INV0037779,CUST2839,267736,181343,11
INV0037780,CUST4420,110418,54471,98
INV0037781,CUST4031,290493,238501,33
INV0037782,CUST1425,30524,30137,153
INV0037783,CUST4360,105529,37405,180
INV0037784,CUST7561,198130,177449,88
INV0037785,CUST3578,238540,198922,56
INV0037786,CUST7302,115849,67447,59
INV0037787,CUST5334,195714,141250,95
INV0037788,CUST1461,262442,207844,6
INV0037789,CUST5967,85113,41926,111
INV0037790,CUST5041,9210,563,177
INV0037791,CUST2033,48383,8302,130
INV0037792,CUST4141,113042,59239,13
INV0037793,CUST7281,88950,48307,88
INV0037794,CUST1074,296367,260440,153
INV0037795,CUST3134,49300,23832,28
INV0037796,CUST5731,245279,40187,89
INV0037797,CUST7704,48981,25821,115
INV0037798,CUST1906,188863,171432,41
INV0037799,CUST7391,182698,70404,75
INV0037800,CUST4475,55090,19817,29
INV0037801,CUST5242,241471,177021,13
INV0037802,CUST6717,58240,32644,39
INV0037803,CUST1102,244087,49819,119
INV0037804,CUST3281,27019,4696,63
INV0037805,CUST3068,231401,17712,85
INV0037806,CUST2656,48316,26649,66
INV0037807,CUST8865,88939,12465,80
INV0037808,CUST6124,225741,38850,141
INV0037809,CUST7542,140742,85564,101
INV0037810,CUST6527,136064,53926,70
INV0037811,CUST4183,144115,15250,44
INV0037812,CUST5283,143358,98818,43
INV0037813,CUST3501,241662,31956,31
INV0037814,CUST4472,169094,103267,7
INV0037815,CUST5961,296814,27871,172
INV0037816,CUST7803,299304,141454,92
INV0037817,CUST6618,202348,66304,15
INV0037818,CUST7957,108500,67828,76
INV0037819,CUST3921,138005,9081,98
INV0037820,CUST9315,131505,98380,132
INV0037821,CUST7315,119249,40397,44
INV0037822,CUST4827,255062,203352,170
INV0037823,CUST3229,3838,3748,4
INV0037824,CUST8039,70589,30108,30
INV0037825,CUST6714,100292,54629,88
INV0037826,CUST2658,86113,32609,100
INV0037827,CUST4842,98923,58571,107
INV0037828,CUST7153,144213,79816,172
INV0037829,CUST4691,257633,247795,96
INV0037830,CUST5070,61607,19179,129
INV0037831,CUST3541,192578,192078,172
INV0037832,CUST7309,179754,43539,20
INV0037833,CUST1640,215154,78517,91
INV0037834,CUST2583,224137,118214,152
INV0037835,CUST3342,225389,68778,175
INV0037836,CUST8652,250139,58224,173
INV0037837,CUST8585,276415,46723,130
INV0037838,CUST9804,264367,169784,18
INV0037839,CUST9359,251105,51542,172
INV0037840,CUST5904,16658,15139,114
INV0037841,CUST5562,259210,3264,147
INV0037842,CUST1430,264787,19535,53
INV0037843,CUST6666,166541,41872,47
INV0037844,CUST2234,138982,40588,64
INV0037845,CUST9783,149073,124430,170
INV0037846,CUST5811,274991,262010,20
INV0037847,CUST9791,281431,103650,143
INV0037848,CUST5212,220482,138279,152
INV0037849,CUST2639,184900,138837,150
INV0037850,CUST5784,150661,5368,160
INV0037851,CUST7276,251027,216150,92
INV0037852,CUST3300,32495,6998,122
INV0037853,CUST1032,240837,174777,141
INV0037854,CUST5384,178012,101521,89
INV0037855,CUST4875,260923,120133,25
INV0037856,CUST9636,223617,191397,7
INV0037857,CUST3881,157628,78813,54
INV0037858,CUST1280,235685,11741,101
INV0037859,CUST6410,53436,8468,152
INV0037860,CUST2372,236444,163902,114
INV0037861,CUST6327,161516,75241,151
INV0037862,CUST9843,91028,6423,169
INV0037863,CUST2801,53167,46272,32
INV0037864,CUST4596,42193,12777,141
INV0037865,CUST7942,214425,19417,151
INV0037866,CUST6443,184929,172240,21
INV0037867,CUST8677,143142,139275,100
INV0037868,CUST9785,281103,226861,161
INV0037869,CUST5270,201684,75698,73
INV0037870,CUST9363,91194,57950,46
INV0037871,CUST4683,20681,12507,64
INV0037872,CUST5019,270418,159817,68
INV0037873,CUST5444,132885,60314,112
INV0037874,CUST2863,38684,28362,180
INV0037875,CUST9200,92142,52059,12
INV0037876,CUST4181,293045,103974,4
INV0037877,CUST2597,50638,26561,47
INV0037878,CUST4735,23090,2514,146
INV0037879,CUST2056,228835,24135,154
INV0037880,CUST3589,10280,2962,51
INV0037881,CUST9679,19297,18263,34
INV0037882,CUST6299,7724,5715,115
INV0037883,CUST1241,52596,22112,95
INV0037884,CUST5304,249686,25652,4
INV0037885,CUST1310,293654,272850,90
INV0037886,CUST8416,49111,2120,136
INV0037887,CUST3015,22451,20819,137
INV0037888,CUST9731,41978,22371,83
INV0037889,CUST6617,89690,82228,133
INV0037890,CUST6096,29840,7170,162
INV0037891,CUST3799,198487,156419,20
INV0037892,CUST3058,269038,49675,66
INV0037893,CUST3528,184109,41798,52
INV0037894,CUST7028,102739,71031,134
INV0037895,CUST3432,119849,10881,151
INV0037896,CUST1480,261762,217871,64
INV0037897,CUST4887,68093,36685,57
INV0037898,CUST8623,278194,49962,47
INV0037899,CUST8498,25975,22529,51
INV0037900,CUST9199,101719,37623,26
INV0037901,CUST6262,215864,210553,149
INV0037902,CUST5092,250787,239681,131
INV0037903,CUST2290,247012,107230,114
INV0037904,CUST2578,206097,85317,11
INV0037905,CUST7494,193240,99315,76
INV0037906,CUST6324,197794,83359,44
INV0037907,CUST7371,83455,61578,26
INV0037908,CUST5461,199469,42424,54
INV0037909,CUST3951,195179,19894,88
INV0037910,CUST8025,227560,214446,12
INV0037911,CUST6013,108302,32504,56
INV0037912,CUST9713,242717,42396,50
INV0037913,CUST7105,216789,110948,133
INV0037914,CUST6688,149253,46766,160
INV0037915,CUST6521,70783,32505,44
INV0037916,CUST4895,246626,230684,17
INV0037917,CUST8552,285524,230445,93
INV0037918,CUST2697,119647,55454,43
INV0037919,CUST5466,82537,41043,48
INV0037920,CUST5408,263662,203243,16
INV0037921,CUST7980,69595,22367,162
INV0037922,CUST3847,163348,690,41
INV0037923,CUST2011,126234,69391,166
INV0037924,CUST2906,92955,29802,141
INV0037925,CUST9623,31226,23891,77
INV0037926,CUST9480,294306,7160,25
INV0037927,CUST7567,260893,57101,11
INV0037928,CUST5806,198562,94564,37
INV0037929,CUST1290,209769,171520,168
INV0037930,CUST7791,53947,36523,7
INV0037931,CUST4168,66677,32926,17
INV0037932,CUST1113,250427,214154,78
INV0037933,CUST7222,108684,16708,153
INV0037934,CUST1319,29392,29161,120
INV0037935,CUST4021,85558,44062,116
INV0037936,CUST3650,11388,7089,47
INV0037937,CUST2584,245512,90934,130
INV0037938,CUST2268,247962,167758,177
INV0037939,CUST1898,152245,90179,109
INV0037940,CUST3848,228691,118468,108
INV0037941,CUST2113,137428,53065,42
INV0037942,CUST8785,13844,10877,129
INV0037943,CUST1407,146697,75389,129
INV0037944,CUST6333,130333,57373,103
INV0037945,CUST2581,215962,172621,79
INV0037946,CUST8033,3361,2642,60
INV0037947,CUST1646,237603,106170,96
INV0037948,CUST4243,145573,28723,154
INV0037949,CUST9201,239207,83415,175
INV0037950,CUST1901,189965,11166,34
INV0037951,CUST5052,177040,14987,18
INV0037952,CUST1271,166062,90711,21
INV0037953,CUST5969,64573,53658,19
INV0037954,CUST4944,269435,245784,62
INV0037955,CUST9950,9979,4088,172
INV0037956,CUST1290,296814,207649,32
INV0037957,CUST7487,27046,2417,77
INV0037958,CUST1482,178584,20512,38
INV0037959,CUST1300,102624,11693,115
INV0037960,CUST5563,219388,56294,180
INV0037961,CUST9913,214505,81032,100
INV0037962,CUST5853,149953,112564,126
INV0037963,CUST9570,70570,37042,88
INV0037964,CUST7664,42154,33996,136
INV0037965,CUST2972,197419,92372,20
INV0037966,CUST3949,106485,49075,47
INV0037967,CUST1739,159517,140018,131
INV0037968,CUST7114,159030,49735,124
INV0037969,CUST8692,298382,74466,113
INV0037970,CUST4578,252127,16387,70
INV0037971,CUST3140,151797,52731,92
INV0037972,CUST1744,275043,134946,27
INV0037973,CUST6152,210738,168959,117
INV0037974,CUST3826,220740,31935,62
INV0037975,CUST3357,37744,13443,90
INV0037976,CUST3353,247004,144062,69
INV0037977,CUST2558,250469,14853,123
INV0037978,CUST7932,65629,16864,86
INV0037979,CUST7742,73138,54306,168
INV0037980,CUST5477,107065,100660,109
INV0037981,CUST5939,53678,42189,180
INV0037982,CUST5345,30375,371,134
INV0037983,CUST3013,243961,197728,19
INV0037984,CUST7768,193559,3665,42
INV0037985,CUST4731,228566,93801,106
INV0037986,CUST2488,23350,21918,15
INV0037987,CUST6766,288640,182399,16
INV0037988,CUST7458,262592,233303,170
INV0037989,CUST1196,201639,149129,176
INV0037990,CUST4280,244062,186102,97
INV0037991,CUST9228,97457,76303,78
INV0037992,CUST9954,176253,73273,59
INV0037993,CUST3237,103475,20901,170
INV0037994,CUST7528,244103,86696,39
INV0037995,CUST3897,22925,4174,95
INV0037996,CUST2916,77249,33604,137
INV0037997,CUST7771,3421,1630,106
INV0037998,CUST9724,295511,77477,39
INV0037999,CUST2410,205763,48606,140
INV0038000,CUST2387,60801,39537,47
INV0038001,CUST4948,49426,3080,140
INV0038002,CUST9035,73167,36190,65
INV0038003,CUST2402,280120,85730,41
INV0038004,CUST8896,46559,41431,0
INV0038005,CUST2311,259940,45706,47
INV0038006,CUST9922,219601,201790,94
INV0038007,CUST1606,125730,73991,16
INV0038008,CUST9946,114492,69913,22
INV0038009,CUST8758,86918,68251,167
INV0038010,CUST8571,192235,170496,146
INV0038011,CUST5496,267681,253538,161
INV0038012,CUST3434,213740,114173,122
INV0038013,CUST5963,235056,227057,2
INV0038014,CUST3298,172222,8570,70
INV0038015,CUST1667,174711,73316,26
INV0038016,CUST4459,62347,43346,80
INV0038017,CUST4262,119150,7491,44
INV0038018,CUST6231,183459,10450,70
INV0038019,CUST9665,100019,84812,96
INV0038020,CUST3780,157710,23288,9
INV0038021,CUST1612,253430,221132,143
INV0038022,CUST8340,56854,35219,167
INV0038023,CUST8084,25059,4743,9
INV0038024,CUST1683,245963,60884,72
INV0038025,CUST8386,150154,73094,116
INV0038026,CUST2387,141096,32005,158
INV0038027,CUST1624,64225,59045,66
INV0038028,CUST3414,205342,87580,25
INV0038029,CUST4624,127254,122385,176
INV0038030,CUST1928,290824,150326,30
INV0038031,CUST3443,44831,37901,15
INV0038032,CUST9289,255149,102922,156
INV0038033,CUST7088,133463,111644,177
INV0038034,CUST5674,150133,86678,4
INV0038035,CUST6596,4381,3524,86
INV0038036,CUST1258,151026,6071,41
INV0038037,CUST4250,227584,29511,43
INV0038038,CUST5313,169021,129361,49
INV0038039,CUST3414,166938,160732,120
INV0038040,CUST1503,19059,4018,136
INV0038041,CUST7509,214931,19860,92
INV0038042,CUST5763,36348,33718,10
INV0038043,CUST6250,150155,73581,72
INV0038044,CUST6739,87918,15935,83
INV0038045,CUST3913,12397,11007,113
INV0038046,CUST9133,24992,1597,141
INV0038047,CUST8246,208191,80928,21
INV0038048,CUST4481,224431,33423,176
INV0038049,CUST7326,111949,43001,142
INV0038050,CUST6070,142570,4408,87
INV0038051,CUST3282,234693,10018,129
INV0038052,CUST9931,40870,14152,150
INV0038053,CUST9951,18391,3899,151
INV0038054,CUST6904,172852,104009,148
INV0038055,CUST9247,141076,31575,89
INV0038056,CUST9505,250440,105990,50
INV0038057,CUST9074,133394,112140,71
INV0038058,CUST3901,183191,172423,2
INV0038059,CUST1332,128735,16497,71
INV0038060,CUST2612,102060,11440,37
INV0038061,CUST2886,285502,85691,163
INV0038062,CUST3972,24604,12642,61
INV0038063,CUST1778,124253,91431,53
INV0038064,CUST5782,33593,4950,160
INV0038065,CUST6080,240252,96584,169
INV0038066,CUST2162,225172,46299,44
INV0038067,CUST1327,82857,42030,119
INV0038068,CUST2497,241514,103047,92
INV0038069,CUST6020,227373,186261,25
INV0038070,CUST9031,50506,12807,155
INV0038071,CUST1828,290566,42721,163
INV0038072,CUST4956,178269,26813,161
INV0038073,CUST2341,25401,5776,49
INV0038074,CUST6194,227614,162221,103
INV0038075,CUST8483,210936,193691,156
INV0038076,CUST4060,220137,175107,123
INV0038077,CUST5970,160308,86864,44
INV0038078,CUST7998,37006,5937,7
INV0038079,CUST8373,99309,36085,45
INV0038080,CUST8722,76811,24297,68
INV0038081,CUST8333,189155,60053,44
INV0038082,CUST1441,138776,7043,142
INV0038083,CUST3139,202830,79687,159
INV0038084,CUST1054,165461,55546,149
INV0038085,CUST3012,99019,31750,174
INV0038086,CUST2680,203660,8519,104
INV0038087,CUST7728,55684,2329,83
INV0038088,CUST8271,137200,131639,64
INV0038089,CUST3751,38361,31612,9
INV0038090,CUST4678,155589,10936,148
INV0038091,CUST5731,119879,73820,149
INV0038092,CUST4847,38655,1650,88
INV0038093,CUST1031,291526,138050,158
INV0038094,CUST6504,65678,43950,125
INV0038095,CUST6316,109277,105632,159
INV0038096,CUST5264,68788,42773,61
INV0038097,CUST2347,207484,88419,116
INV0038098,CUST4893,178023,166603,174
INV0038099,CUST7230,68823,67328,88
INV0038100,CUST7085,193152,22577,0
INV0038101,CUST5855,120125,83174,141
INV0038102,CUST7773,254356,205693,91
INV0038103,CUST3412,120868,30485,125
INV0038104,CUST8194,145098,62436,26
INV0038105,CUST8113,228858,76444,179
INV0038106,CUST8432,87663,47691,41
INV0038107,CUST2236,225960,28627,88
INV0038108,CUST2798,230651,132818,104
INV0038109,CUST3760,193178,117949,163
INV0038110,CUST3265,39664,15271,10
INV0038111,CUST2663,268146,209129,162
